State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,crop
Madhya Pradesh,Sidhi,Sidhi,Ambada Seed,Forest Products,75.0,1500,1600,1600,03-May-23,Ambada Seed
Madhya Pradesh,Sidhi,Sidhi,Other,Forest Products,28.2,1500,1525,1510,22-Mar-23,Ambada Seed
Madhya Pradesh,Singroli,Singroli,Ambada Seed,Forest Products,20.0,2000,2000,2000,02-Oct-23,Ambada Seed
Madhya Pradesh,Singroli,Singroli,Ambada Seed,Forest Products,20.0,2000,2000,2000,05-Aug-23,Ambada Seed
Madhya Pradesh,Singroli,Singroli,Other,Forest Products,22.0,2500,2500,2500,29-Jun-23,Ambada Seed
Madhya Pradesh,Singroli,Singroli,Other,Forest Products,4.5,4000,4000,4000,21-Jun-23,Ambada Seed
Madhya Pradesh,Singroli,Singroli,Other,Forest Products,32.0,2500,2500,2500,01-Jun-23,Ambada Seed
Madhya Pradesh,Singroli,Singroli,Other,Forest Products,2.0,2000,2000,2000,14-Apr-23,Ambada Seed
